source_path,label,action,reason,output_path,duplicate_of,image_format,width,height,sha256,dhash,entropy,edge_density,frame_count
data\raw\bearish_triangle\bearish_triangle_0024.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0022.png,,png,1024,487,b01af6b674e26df09aaf277924afc2273fb36b911a5f0f839fc5f965cc5cc678,8003b3b4e70bb433,1.6308418781082454,0.039502651034746546,1
data\raw\bearish_triangle\bearish_triangle_0025.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0023.png,,jpg,1300,740,21d72a04df750fa59cc29ed5db95ae6a5582d9656d4e7e4c03ff38d9d8b51c40,00a0e86c660369e0,1.677924753783112,0.021497668256491787,1
data\raw\bearish_triangle\bearish_triangle_0026.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0024.png,,jpg,729,410,a8fc2f6c7dae5cf7fe444fd8260e817f6e6bc1a591c972795c4c34a0865b33d2,0020a0b2c0cc4e01,2.166490213980801,0.0515478905938902,1
data\raw\bearish_triangle\bearish_triangle_0027.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0025.png,,jpg,729,410,bd37c7b4ebbab204e3bfb0915ede6610b7b084adc9b3b0bd040027893674f07b,a8b8b8ec5c74660a,1.1773947329591592,0.029188782810122944,1
data\raw\bearish_triangle\bearish_triangle_0028.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0026.png,,png,1553,881,270bc33279aee147d3feb2e47b3f5cd201f3688a722154398f4c396eb25f8cf0,3469eb61e1418224,2.4688632671689965,0.0774330671127223,1
data\raw\bearish_triangle\bearish_triangle_0029.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0027.png,,png,499,263,a025dd2438237e438aef410009eb2f6bb4ec21076876eb905ea34dd06429c54e,186acd9c8c288c9c,0.5558240717109927,0.07952202025761804,1
data\raw\bearish_triangle\bearish_triangle_0030.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0028.png,,png,1341,851,2467c7c0b35739238b4970cedc1b2c6b08b3fd0dc5ba0d8f55e3b68124ea062f,393834f1d9214102,0.7490750083277005,0.034866593880651796,1
data\raw\bearish_triangle\bearish_triangle_0031.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0029.png,,png,1341,851,f35734e85a9520fbebfd218896d70d408fdaf19117367c1e20e10535bd1d7206,c1e1d99b04054300,0.5732701875812519,0.034334363543584434,1
data\raw\bearish_triangle\bearish_triangle_0032.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0030.png,,jpg,736,1104,f86160cabdb9ce3a579a5eae14e078633ff1f594917c1cdfad9d683822d1bd45,69c9601e8a7b7172,1.6081379988803728,0.025308500940546354,1
data\raw\bearish_triangle\bearish_triangle_0033.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0031.png,,png,1280,747,5776c65a14d8780aaf98d19db7916cab5c24559d30c07779e8842b21dd0c5636,e7454671ae8e536a,3.2036241331824162,0.08070309423970393,1
data\raw\bearish_triangle\bearish_triangle_0034.jpg,bearish_triangle,quarantine,too_small,data\quarantine\too_small\bearish_triangle\bearish_triangle_0034.jpg,,jpg,100,70,e47ea0cd491c974d741fcd50330cb4388a58316b33ff29322d7473a010826107,69cac6e020221458,3.9522843236856744,0.11684929971988796,1
data\raw\bearish_triangle\bearish_triangle_0035.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0032.png,,jpg,892,892,d5d28409fef96b1f106ec21315e9cdb98c84642e38bf3ea40c0f220f766fe204,482432d294aac201,1.3370984506181556,0.03490242605115806,1
data\raw\bearish_triangle\bearish_triangle_0036.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0033.png,,jpg,1600,1119,b45443f8fd347ffab7b7024a581de589cdb23671b9171f2cf2febe1d11730ac3,932f360e97132664,5.036951841096346,0.026603582943454412,1
data\raw\bearish_triangle\bearish_triangle_0037.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0034.png,,jpg,1600,1119,2461f534dc2840b0bda94c82f777fe3753b446624da14b5e900b76c4d5068cdb,2098c6f1c8dc05c0,1.6000476286873107,0.01539226637929524,1
data\raw\bearish_triangle\bearish_triangle_0038.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0035.png,,png,770,518,9b5d8d10101a59184e540826b3ceb4f2f25a4108dd14530ad8949d31f8e78621,3068a0f0da727004,0.8131129036034764,0.03839361788941621,1
data\raw\bearish_triangle\bearish_triangle_0039.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0036.png,,png,1292,770,c6d35dc1e1f32d033d7e6334d3e17285969a9b24f0ed43869ac2943f4cf3fecf,10440672c2d34140,0.3733408187107539,0.022614392224663576,1
data\raw\bearish_triangle\bearish_triangle_0040.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0037.png,,jpg,1024,659,8cae64bb8cea6f5ecde21f22109202436eb28f7d87c13e5fa9c56553e5c57004,074391c9d6d2498f,5.231881538131964,0.013738071693965901,1
data\raw\bearish_triangle\bearish_triangle_0041.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0038.png,,png,1080,1080,beb01dbbec8e5d2a642c3dac0d3ef218614f73b331aff4f52950a5d4c2a447e9,92f88ccc8cc8cc8c,0.8153030985902063,0.03590582385217462,1
data\raw\bearish_triangle\bearish_triangle_0042.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0039.png,,jpg,1000,806,8c99262bf2f179f7ca41d2132d91a7ad92401f88425cd57afc83060c072b97c7,333360343cc09031,1.7928003965955888,0.030950790638836177,1
data\raw\bearish_triangle\bearish_triangle_0043.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0040.png,,jpg,1000,824,df802deb4d19fc5624cadeb97c63a9cd03cc6973c2e6d94908eb6f1181dff720,339e463e0e53430d,1.2424255594373088,0.02079213306681896,1
data\raw\bearish_triangle\bearish_triangle_0044.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0041.png,,jpg,1300,740,540142732c4ad4e5d8f8f585526c549ee05a35a315433b99cab1b27fcf0b65a6,00a0e05c260269e0,1.3062418104787243,0.020758823529411764,1
data\raw\bearish_triangle\bearish_triangle_0045.jpg,bearish_triangle,quarantine,perceptual_duplicate,data\quarantine\perceptual_duplicate\bearish_triangle\bearish_triangle_0045.jpg,data\raw\bearish_triangle\bearish_triangle_0037.jpg,jpg,1600,1119,3f0f2962f0d2d6d2491e12c7bd99780bf98c0c3349618033fd9e4f5e63c09fd1,209884f148dc05c0,1.5987594849263516,0.013770759957244739,1
data\raw\bearish_triangle\bearish_triangle_0046.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0042.png,,png,1811,850,272f541cac3dd4531c9c8300b802703304f5cb6dab689ee4c83aac9d54d265ea,d19171f20c160b01,0.6455207107415564,0.051028887288179316,1
data\raw\bearish_triangle\bearish_triangle_0047.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0043.png,,jpg,1024,642,9b7607579ccdae50cc0fbec4490c09175ca0ae25ea83e528f2271b7047d72041,00a0a4d278700269,1.0854297370452124,0.021694457329271274,1
data\raw\bearish_triangle\bearish_triangle_0048.png,bearish_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\bearish_triangle\bearish_triangle_0048.png,data\raw\ascending_triangle\ascending_triangle_0062.png,,,,373b509b1dc1f7c950e474ca875142b3a7fdc27899877bb29f5f836221ad3d35,,,,
data\raw\bearish_triangle\bearish_triangle_0049.bmp,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0044.png,,bmp,942,736,e0e05dbe658a818957df69664597b67120f4ed6535ebf385553ab09119ab2cf2,91a56531990cd24b,2.2553511182820136,0.07261422523407961,1
data\raw\bearish_triangle\bearish_triangle_0050.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0045.png,,jpg,1503,842,6ba85f4a3f4336b49bc8371a52d9267d4cacd2b28651c7d4e6f1fff6c8c48b73,334a64e1a1010d08,2.2849316372460553,0.04964035569740465,1
data\raw\bearish_triangle\bearish_triangle_0051.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0046.png,,jpg,768,480,ac863c77d90e51290ed0e45291fafa5d6934015f1972b5b3eb376446dc59ddb6,0189b3d98d7a3e1c,3.828174103163159,0.04040146505650871,1
data\raw\bearish_triangle\bearish_triangle_0052.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0047.png,,jpg,768,489,33bf2d361f4cfabe388efaa2b78886577fe3a389c309759268bec72ad9ccd5b0,2359525ca139330f,3.6948101228396415,0.03309692315917505,1
data\raw\bearish_triangle\bearish_triangle_0053.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0048.png,,jpg,1500,1000,a1f72469b3c75e24f524291f3139358a1d875860a9a6f684bf4d0ac98d69fc04,8249864b4b83259a,0.9756466084019961,0.013489660130718954,1
data\raw\bearish_triangle\bearish_triangle_0054.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0049.png,,png,800,470,f0dcabccfd43088c110e58aee41864accbdb88b85170de5387e4cd00c12f4341,0c8cc0496dae1050,0.8122216161911737,0.05217575093867334,1
data\raw\bearish_triangle\bearish_triangle_0055.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0050.png,,png,1038,630,7e9c6bc605beb5f141e038f5e1b0b0fd2650a61bef357346443cd510f2ce6228,092d959253656150,2.722500378023185,0.12311841285433035,1
data\raw\bearish_triangle\bearish_triangle_0056.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0051.png,,jpg,1920,1080,b2671c9f9df256b08dcc281b2c53237e6318217416bf05c97fc8a0a8ad8b27f3,41718c663313470d,3.8810252496029425,0.019539985400024204,1
data\raw\bearish_triangle\bearish_triangle_0057.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0052.png,,png,819,732,0ff3a905f1887f0b12fd39dd5c6172c52b53274a5587ad2620a4d3ecfe5e2a2f,0125b3b9cdd71687,0.530697741792312,0.06667088581264087,1
data\raw\bearish_triangle\bearish_triangle_0058.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0053.png,,jpg,1280,720,1e7952744887a56e0ba21fdb0950f76a63c8cb764d6ddcdf88fc1a736aa903b1,332717400e061602,1.16822474443475,0.018086197065631807,1
data\raw\bearish_triangle\bearish_triangle_0059.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0054.png,,jpg,1280,720,5cf21a5b291587e12f5cc4076e99996170b5015d1cab490f43f61cea57634466,4d4d2d4919366541,6.57208793078911,0.039559376702069715,1
data\raw\bearish_triangle\bearish_triangle_0060.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0055.png,,jpg,1280,720,8aae41e2d429279acc5d1d3fcba147e332e09f89c4f4dea69a211bdebc86ed94,17170f0713130717,3.889429444312043,0.0241271105664488,1
data\raw\bearish_triangle\bearish_triangle_0061.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0056.png,,jpg,1280,720,1bb75181b50f0ecb5280113ee43d6091f07eaccc348a70238b91458196c65cf4,694d0c0d1e1e0c0c,5.497757942199475,0.018075333605664486,1
data\raw\bearish_triangle\bearish_triangle_0062.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0057.png,,jpg,1280,720,638d9ab8eb9514cb5f437d2d5499a2ba353ff1ff654383b2f855a8ac4697eb8b,2696e0e88cc863b2,2.5099571643546605,0.04084817963643791,1
data\raw\bearish_triangle\bearish_triangle_0063.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0058.png,,jpg,1080,1920,3dcec630ab750c59e0d3ac5156c6e588f0acbfae09e3f34cb741a09a50c977fc,c190a56d588440d5,2.391143559937347,0.016821418845315905,1
data\raw\bearish_triangle\bearish_triangle_0064.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0059.png,,jpg,1280,720,19198a6b8eb9ecd2d01f105310cda8c476ca0121167788bba3d5a6396bbbc857,821101e169092902,2.6127461295012946,0.037686840447984746,1
data\raw\bearish_triangle\bearish_triangle_0065.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0060.png,,jpg,480,360,47f71285e144e3ab8387d0b1e43e1e195f8157161f6f36a5e15dc77eb893e0bb,6161969696969669,5.241065141833278,0.04649350944081336,1
data\raw\bearish_triangle\bearish_triangle_0066.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0061.png,,jpg,480,360,f0b31aa7205f60c29b38dd00ed46ec9c4af282564465b481b3facd1522ab80f0,23330b233b0b3333,4.993905418436868,0.056995529230210604,1
data\raw\bearish_triangle\bearish_triangle_0067.jpg,bearish_triangle,quarantine,perceptual_duplicate,data\quarantine\perceptual_duplicate\bearish_triangle\bearish_triangle_0067.jpg,data\raw\bearish_triangle\bearish_triangle_0066.jpg,jpg,480,360,e34f7c0a39fb6fadf0d0e9a80ab1725e8c40f668dbd5524932d99402a9c7a817,2b330b233b0b3333,5.036352727248525,0.05210748002904866,1
data\raw\bearish_triangle\bearish_triangle_0068.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0062.png,,png,2068,1112,f83cc7af1d12e6a90a39891c3ef3c523fe534b102d0dd0eba91103f44ae0e1df,0f8e2b2b2b2b2a8e,1.1700046264305732,0.012019554910173579,1
data\raw\bearish_triangle\bearish_triangle_0069.png,bearish_triangle,quarantine,perceptual_duplicate,data\quarantine\perceptual_duplicate\bearish_triangle\bearish_triangle_0069.png,data\raw\bearish_triangle\bearish_triangle_0068.png,png,2212,1230,bdec32fd458335d1a85c10db7b64b68b834ae6cfc86fea0cd14013541cb8836c,8f8e2b2b2b2b2a8e,1.1774707431077895,0.011230054232251716,1
data\raw\bearish_triangle\bearish_triangle_0070.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0063.png,,jpg,480,360,6aa81cab82b0dc5929fb307c0ead0b297660f3430cde12bdeac06f71d2e57f68,698e868696694969,6.6964203403283316,0.0389349128540305,1
data\raw\bearish_triangle\bearish_triangle_0071.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0064.png,,jpg,405,720,7f9ceb02b36c083d9688101b7554354efdcafc3e836f4e2f48be1064dd7aa6e4,80b01f3b0f01a000,7.474044356599261,0.0779847494553377,1
data\raw\bearish_triangle\bearish_triangle_0072.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0065.png,,jpg,435,720,d7bb34e145b0bd5e8345b51e4d0dabf9106bec58b145e8fc349ebc56a22ea5e0,2333c3bb0f737131,3.54832392210625,0.08341635990283726,1
data\raw\bearish_triangle\bearish_triangle_0073.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0066.png,,jpg,899,1200,5bcee33d5c9703a38d86f1a10084df593030a52b504e9bb5aa82a476744c3bf6,8898d940c0c04c48,1.2182630239355505,0.022692966767723033,1
data\raw\bearish_triangle\bearish_triangle_0074.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0067.png,,jpg,1170,1450,be03a1d5dcb6e898273b1d12a1692d2468cdea580f773bb73bcfb273cd5ec095,4daaaaaa2a3c3b33,3.705041636278728,0.04505841669411649,1
data\raw\bearish_triangle\bearish_triangle_0075.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0068.png,,png,707,518,7eba1c9f1c97368ee812343aa84ef470069115fe8437ee25e84822778f615db1,8058f0d0d8728206,0.7058227069897295,0.0388595256138313,1
data\raw\bearish_triangle\bearish_triangle_0076.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0069.png,,png,1024,1024,795e133a2bc5752c9ba2e8fb46800e960873ea89eb7cc41dacb95300d04216e2,69b28cd2a10c3a78,0.6479026560322116,0.014610698176365273,1
data\raw\bearish_triangle\bearish_triangle_0077.png,bearish_triangle,quarantine,perceptual_duplicate,data\quarantine\perceptual_duplicate\bearish_triangle\bearish_triangle_0077.png,data\raw\bearish_triangle\bearish_triangle_0076.png,png,768,768,a21c535da8ba383c1e0668ccbda1e352e1686f5495b91c24208549110ed9b212,69b28cd2a10c3a78,0.6892375211110219,0.020671749738306783,1
data\raw\bearish_triangle\bearish_triangle_0078.png,bearish_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\bearish_triangle\bearish_triangle_0078.png,data\raw\bearish_flag\bearish_flag_0077.png,,,,8c918cd110fd220026038ecd14e08298f793d0dd9d503a5a59aa3759390f07c5,,,,
data\raw\bearish_triangle\bearish_triangle_0079.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0070.png,,jpg,1280,720,0d2fd6c0ea8d7d8698cb74c5ddbaa7437e86e2850a1ab8fa48f94bc8cce9b53e,c93db96270513248,6.474367908359934,0.05534812857434641,1
data\raw\bearish_triangle\bearish_triangle_0080.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0071.png,,jpg,1280,720,0edacb3553035327a1b023146eaf8c35ef15ec8802b6ec3ae511e701c41b3fe2,27b2b2524e163e8e,5.729835647228912,0.048809559674564275,1
data\raw\bearish_triangle\bearish_triangle_0081.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0072.png,,jpg,405,720,dee64ea1a3ba65edab3d0a1de52f555a9db59a0b6e3133bd4549978b7b0aaf52,0ac406d0490c160b,2.850279264927548,0.05358087899082816,1
data\raw\bearish_triangle\bearish_triangle_0082.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0073.png,,jpg,1280,720,3e9681b908c4ecffcb55c65508ef8bb50bc09a524b7d827552080365b26aa7d1,5b8d8d8d8f8e0e1e,5.216450819560801,0.021672113289760347,1
data\raw\bearish_triangle\bearish_triangle_0083.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0074.png,,jpg,1280,720,d3bc968d37cc449268c46bacde75f6b36176b50557465fe6b803853ba3eebb55,736f89890f0f6971,5.62265929334977,0.018381467864923746,1
data\raw\bearish_triangle\bearish_triangle_0084.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0075.png,,jpg,480,360,90d936a6488dafbe63030becf3e58ec6f743c5b8bb43d890ee69360e06424c50,96968696969e9e96,3.768548708583647,0.04295601851851852,1
data\raw\bearish_triangle\bearish_triangle_0085.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0076.png,,jpg,480,360,8089c9a6c1c468edda7d3db326fb58f536d822a6a087c4727c872d77c394b310,6996968696966961,4.2374806669309075,0.056772467320261435,1
data\raw\bearish_triangle\bearish_triangle_0086.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0077.png,,jpg,1202,640,b28edbe05d3f8ef7fd546f0f0779ab5704129d73ce8c28f0342ec9233aea2457,1866cc88ece6cc11,1.6148313810533388,0.026894692465172426,1
data\raw\bearish_triangle\bearish_triangle_0087.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0078.png,,jpg,1280,720,f8613df6e7360d95216284995c1d39cb5cfd77f459baebd26c7db0a65931139e,3493c765390a0a1f,7.358944312162648,0.044854979404956426,1
data\raw\bearish_triangle\bearish_triangle_0088.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0079.png,,jpg,404,280,031a3f09c44719a70cd48d4c0aeae7369d8284a9c1e38fcd25938ed5dc36ffd3,0f13cdc7c6d90568,5.3868780503078035,0.037564134564716974,1
data\raw\bearish_triangle\bearish_triangle_0089.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0080.png,,jpg,1500,1065,5edae72493d4e5a7a222754a754819058ce4d7f2469475528f476506bace6f57,ca46717c3ce08670,1.6969056337838917,0.015176706250575347,1
data\raw\bearish_triangle\bearish_triangle_0090.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0081.png,,jpg,404,280,67fe3b5486022d6fd89537b8a0c008c2e4a05be55e0d7b593345f47f9d6e246f,1df9c1c9711c4469,2.072684313728104,0.05041046121418864,1
data\raw\bearish_triangle\bearish_triangle_0091.jpg,bearish_triangle,quarantine,perceptual_duplicate,data\quarantine\perceptual_duplicate\bearish_triangle\bearish_triangle_0091.jpg,data\raw\bearish_triangle\bearish_triangle_0025.jpg,jpg,1300,740,e5ee870919cf8ee55596b3c1a101fd97d5adb4def4ee330e6bac852bc1bc3fff,00a0e84c660369e0,1.3296082538034462,0.021705482858424035,1
data\raw\bearish_triangle\bearish_triangle_0092.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0082.png,,jpg,600,406,2bb364b19086dd3e8e4369d797f636239240141c344d161557738f25df9677b0,030d139393471f69,5.17686863595792,0.03575137641263402,1
data\raw\bearish_triangle\bearish_triangle_0093.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0083.png,,jpg,600,406,1889f530e77012e6b1bd95b01ac602ae6dce2ef5b2c6cbc072e47bf95f8837d5,0b43859dc5c14d69,5.366064114827693,0.03247702759264626,1
data\raw\bearish_triangle\bearish_triangle_0094.jpg,bearish_triangle,quarantine,perceptual_duplicate,data\quarantine\perceptual_duplicate\bearish_triangle\bearish_triangle_0094.jpg,data\raw\bearish_triangle\bearish_triangle_0001.jpg,jpg,1143,707,d4a5bee9af3119a6e9beeab23fac82c5c01cfc16b801b97ea0157a7887f954c4,200081c8781d040e,1.505938105384328,0.02515274311347851,1
data\raw\bearish_triangle\bearish_triangle_0095.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0084.png,,jpg,640,455,754b4aa13fd8a8844d1d0f92a42fa8143790580ef431dee8a302078e1b75d029,3161a1d95c662201,1.9446342446299196,0.04982528011204482,1
data\raw\bearish_triangle\bearish_triangle_0096.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0085.png,,jpg,1600,1119,a62f3968facda7fe6d4f79f83e83ba8155292a988b7086f8f5945d3a14a5e4bd,9b43859dc5d10de4,5.316713818988761,0.028301361071685155,1
data\raw\bearish_triangle\bearish_triangle_0097.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0086.png,,jpg,1600,1119,927853743d70ad966fe9996c584f6ebc12e12e55b33a7c0ec1f9b7dab6122b7c,930d2393930f2664,5.172911006325461,0.03156155268184128,1
data\raw\bearish_triangle\bearish_triangle_0098.webp,bearish_triangle,quarantine,bad_aspect_ratio,data\quarantine\bad_aspect_ratio\bearish_triangle\bearish_triangle_0098.webp,,webp,2340,669,b2678e2d570f6bb262e0839de6220346b334d0a5cc4dd69d7d465b4be74385bd,717153135351f176,5.717886080300902,0.008354417156843957,1
data\raw\bearish_triangle\bearish_triangle_0099.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0087.png,,jpg,1280,681,c424023b69106c850de3ad23ab18fc46795b8c131684ccea637d5517778e8882,497c2646656a7849,3.141656794499301,0.03281544225619763,1
data\raw\bearish_triangle\bearish_triangle_0100.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0088.png,,png,1289,681,bc96107fc04da17dc925b64ff973f13870684c27de791103cf262832046cfc31,4aac969907869898,0.7808860855063691,0.03760169453987478,1
data\raw\bearish_triangle\bearish_triangle_0101.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0089.png,,png,1801,797,40a16f1713582ce5939d87650336d160d0eddffbd6099b81a1a9f2816a6faab8,14d919b597656565,1.7440038981842663,0.05114444050711283,1
data\raw\bearish_triangle\bearish_triangle_0102.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0090.png,,jpg,1060,555,d6a8caa36002ef5a3a598ddd456e7ebc42f5b6c440d350268c5f3eead75323f1,5b247872d18d1141,2.0668004130211752,0.06843297903897239,1
data\raw\bearish_triangle\bearish_triangle_0103.png,bearish_triangle,quarantine,perceptual_duplicate,data\quarantine\perceptual_duplicate\bearish_triangle\bearish_triangle_0103.png,data\raw\bearish_triangle\bearish_triangle_0033.png,png,696,406,41380aa317bd84763a7c7179f327caf919d152d028186b60935b2000cb415a1d,e7454671ae8e5b7a,3.543549341263721,0.10760557492913932,1
data\raw\bearish_triangle\bearish_triangle_0104.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0091.png,,jpg,997,522,8dc9d87dcc1ae58524f7aee36622868477e3615a7c15d32a918cb23754035909,5b5b5b5a5b1a5aa0,3.974072692486368,0.027795135085973116,1
data\raw\bearish_triangle\bearish_triangle_0105.jpg,bearish_triangle,quarantine,perceptual_duplicate,data\quarantine\perceptual_duplicate\bearish_triangle\bearish_triangle_0105.jpg,data\raw\bearish_triangle\bearish_triangle_0009.jpg,jpg,997,522,44e728ee285ba8ae47343048c3cf387d8045bf98b73690f666b41729632b7c01,5b5b5b5b5b1a5ae2,4.291348996333239,0.0268452642127419,1
data\raw\bearish_triangle\bearish_triangle_0106.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0092.png,,jpg,736,1104,227ec4b9c7b278f558511a108c208fde7ed2d3b4e1b30040068714de9f84ced6,3517320d47410d00,2.5486861514880115,0.037220567771847235,1
data\raw\bearish_triangle\bearish_triangle_0107.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0093.png,,jpg,1024,659,7fb0d009d173a0e8ce224f617b9dba1f65ae0e6d515100144968e32d88283551,070f079393c20f83,5.10939908106971,0.01589892797502157,1
data\raw\bearish_triangle\bearish_triangle_0108.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0094.png,,jpg,1024,658,03b898d636d2cc72818d5431e2abc63977725a7b33a021d9fc400bd6dc008130,0743c387c1b2490f,5.270292352557753,0.014151524971690803,1
data\raw\bearish_triangle\bearish_triangle_0109.png,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0095.png,,png,1824,985,01eca097d5477c6a24da801d4824a1f066a3c4ef7e7d40d8c93642889c41759c,31313232495a4565,1.4555973953392218,0.06467786491210609,1
data\raw\bearish_triangle\bearish_triangle_0110.webp,bearish_triangle,quarantine,low_information,data\quarantine\low_information\bearish_triangle\bearish_triangle_0110.webp,,webp,2048,1536,6ff270780ad27f958a7f1020dcd3ce780670c9eee03c84915242e7ea21103ead,4000ccf090c44000,0.3211970336009666,0.007570048562841478,1
data\raw\bearish_triangle\bearish_triangle_0111.jpg,bearish_triangle,keep,kept,data\processed\clean\bearish_triangle\bearish_triangle_0096.png,,jpg,1000,783,420d6c6ef5aba2471a81dcb7b852809930e9703ea5d015601b4defe4c2d94647,2327b33b23634719,1.677496253179333,0.03126570505596875,1
